SDATE,energy,temphigh,templow,is_holiday,wind,humidity,tempavg,hour,weekofyear,dayofweek,season
2019-06-01 00:00:00,56.98500000000058,23,19,1,8,43,21,0,22,6,1
2019-06-01 01:00:00,54.90600000000268,23,19,1,8,43,21,1,22,6,1
2019-06-01 02:00:00,54.90600000000268,23,19,1,8,43,21,2,22,6,1
2019-06-01 03:00:00,54.296999999991385,23,19,1,8,43,21,3,22,6,1
2019-06-01 04:00:00,55.00100000000384,23,19,1,8,43,21,4,22,6,1
2019-06-01 05:00:00,54.404999999998836,23,19,1,8,43,21,5,22,6,1
2019-06-01 06:00:00,54.98500000000058,26,20,1,14,41,23,6,22,6,1
2019-06-01 07:00:00,58.61000000000058,26,20,1,14,41,23,7,22,6,1
2019-06-01 08:00:00,58.00600000000851,26,20,1,14,41,23,8,22,6,1
2019-06-01 09:00:00,59.10199999999895,26,20,1,14,41,23,9,22,6,1
2019-06-01 10:00:00,47.98599999998987,26,20,1,14,41,23,10,22,6,1
2019-06-01 11:00:00,47.10799999999291,26,20,1,14,41,23,11,22,6,1
2019-06-01 12:00:00,47.102000000013504,31,26,1,15,31,28,12,22,6,1
2019-06-01 13:00:00,47.89900000000489,31,26,1,15,31,28,13,22,6,1
2019-06-01 14:00:00,47.897999999986496,31,26,1,15,31,28,14,22,6,1
2019-06-01 15:00:00,48.10099999999511,31,26,1,15,31,28,15,22,6,1
2019-06-01 16:00:00,47.80400000001828,31,26,1,15,31,28,16,22,6,1
2019-06-01 17:00:00,48.60199999999895,31,26,1,15,31,28,17,22,6,1
2019-06-01 18:00:00,47.98499999998603,29,22,1,11,58,25,18,22,6,1
2019-06-01 19:00:00,47.812000000005355,29,22,1,11,58,25,19,22,6,1
2019-06-01 20:00:00,47.494000000006054,29,22,1,11,58,25,20,22,6,1
2019-06-01 21:00:00,47.896999999997206,29,22,1,11,58,25,21,22,6,1
2019-06-01 22:00:00,46.804999999993015,29,22,1,11,58,25,22,22,6,1
2019-06-01 23:00:00,46.28900000000431,29,22,1,11,58,25,23,22,6,1
2019-06-02 00:00:00,45.40600000000268,23,20,1,8,75,21,0,22,7,1
2019-06-02 01:00:00,45.905999999988126,23,20,1,8,75,21,1,22,7,1
2019-06-02 02:00:00,89.59500000001573,23,20,1,8,75,21,2,22,7,1
2019-06-02 04:00:00,44.90600000000268,23,20,1,8,75,21,4,22,7,1
2019-06-02 05:00:00,44.6869999999908,23,20,1,8,75,21,5,22,7,1
2019-06-02 06:00:00,45.61000000000058,31,20,1,16,55,25,6,22,7,1
2019-06-02 07:00:00,46.796999999991385,31,20,1,16,55,25,7,22,7,1
2019-06-02 08:00:00,46.60800000000746,31,20,1,16,55,25,8,22,7,1
2019-06-02 09:00:00,47.586999999999534,31,20,1,16,55,25,9,22,7,1
2019-06-02 10:00:00,47.90700000000652,31,20,1,16,55,25,10,22,7,1
2019-06-02 11:00:00,47.70900000000257,31,20,1,16,55,25,11,22,7,1
2019-06-02 12:00:00,47.89099999998871,33,31,1,11,37,32,12,22,7,1
2019-06-02 13:00:00,48.79800000000978,33,31,1,11,37,32,13,22,7,1
2019-06-02 14:00:00,51.69499999999243,33,31,1,11,37,32,14,22,7,1
2019-06-02 15:00:00,50.703999999997905,33,31,1,11,37,32,15,22,7,1
2019-06-02 16:00:00,52.10800000000745,33,31,1,11,37,32,16,22,7,1
2019-06-02 17:00:00,49.99300000000221,33,31,1,11,37,32,17,22,7,1
2019-06-02 18:00:00,49.40499999999884,31,26,1,14,50,28,18,22,7,1
2019-06-02 19:00:00,50.00100000000384,31,26,1,14,50,28,19,22,7,1
2019-06-02 20:00:00,50.397999999986496,31,26,1,14,50,28,20,22,7,1
2019-06-02 21:00:00,48.60099999999511,31,26,1,14,50,28,21,22,7,1
2019-06-02 22:00:00,92.79700000000594,31,26,1,14,50,28,22,22,7,1
2019-06-03 00:00:00,46.79800000000978,26,20,0,16,67,23,0,23,1,1
2019-06-03 01:00:00,45.796999999991385,26,20,0,16,67,23,1,23,1,1
2019-06-03 02:00:00,45.79600000000209,26,20,0,16,67,23,2,23,1,1
2019-06-03 03:00:00,45.8119999999908,26,20,0,16,67,23,3,23,1,1
2019-06-03 04:00:00,45.203000000008615,26,20,0,16,67,23,4,23,1,1
2019-06-03 05:00:00,69.3920000000071,26,20,0,16,67,23,5,23,1,1
2019-06-03 06:00:00,79.29699999999139,27,22,0,11,59,24,6,23,1,1
2019-06-03 07:00:00,112.1079999999929,27,22,0,11,59,24,7,23,1,1
2019-06-03 08:00:00,260.5940000000119,27,22,0,11,59,24,8,23,1,1
2019-06-03 10:00:00,136.2039999999979,27,22,0,11,59,24,10,23,1,1
2019-06-03 11:00:00,126.49899999999616,27,22,0,11,59,24,11,23,1,1
2019-06-03 12:00:00,124.90600000000265,30,27,0,8,45,28,12,23,1,1
2019-06-03 13:00:00,122.99400000000604,30,27,0,8,45,28,13,23,1,1
2019-06-03 14:00:00,136.1939999999886,30,27,0,8,45,28,14,23,1,1
2019-06-03 15:00:00,150.50800000000163,30,27,0,8,45,28,15,23,1,1
2019-06-03 16:00:00,105.30400000000373,30,27,0,8,45,28,16,23,1,1
2019-06-03 17:00:00,65.18799999999464,30,27,0,8,45,28,17,23,1,1
2019-06-03 18:00:00,56.90700000000652,29,20,0,15,69,24,18,23,1,1
2019-06-03 19:00:00,54.904999999998836,29,20,0,15,69,24,19,23,1,1
2019-06-03 20:00:00,50.703000000008615,29,20,0,15,69,24,20,23,1,1
2019-06-03 21:00:00,47.38399999999092,29,20,0,15,69,24,21,23,1,1
2019-06-03 22:00:00,46.60899999999674,29,20,0,15,69,24,22,23,1,1
2019-06-03 23:00:00,46.40500000001339,29,20,0,15,69,24,23,23,1,1
2019-06-04 00:00:00,45.197000000000116,20,19,0,11,82,19,0,23,2,1
2019-06-04 01:00:00,44.80299999999989,20,19,0,11,82,19,1,23,2,1
2019-06-04 02:00:00,88.39899999999034,20,19,0,11,82,19,2,23,2,1
2019-06-04 04:00:00,42.687999999994645,20,19,0,11,82,19,4,23,2,1
2019-06-04 05:00:00,65.10100000000966,20,19,0,11,82,19,5,23,2,1
2019-06-04 06:00:00,83.79799999999523,23,19,0,13,74,21,6,23,2,1
2019-06-04 07:00:00,127.0,23,19,0,13,74,21,7,23,2,1
2019-06-04 08:00:00,144.61600000000908,23,19,0,13,74,21,8,23,2,1
2019-06-04 09:00:00,176.59399999998277,23,19,0,13,74,21,9,23,2,1
2019-06-04 10:00:00,233.1880000000092,23,19,0,13,74,21,10,23,2,1
2019-06-04 11:00:00,160.9140000000043,23,19,0,13,74,21,11,23,2,1
2019-06-04 12:00:00,144.09500000000116,27,22,0,20,59,24,12,23,2,1
2019-06-04 13:00:00,137.20900000000256,27,22,0,20,59,24,13,23,2,1
2019-06-04 14:00:00,135.1889999999839,27,22,0,20,59,24,14,23,2,1
2019-06-04 15:00:00,128.29700000000594,27,22,0,20,59,24,15,23,2,1
2019-06-04 16:00:00,87.20200000000477,27,22,0,20,59,24,16,23,2,1
2019-06-04 17:00:00,58.405999999988126,27,22,0,20,59,24,17,23,2,1
2019-06-04 18:00:00,55.6880000000092,24,19,0,13,69,21,18,23,2,1
2019-06-04 19:00:00,53.40700000000652,24,19,0,13,69,21,19,23,2,1
2019-06-04 20:00:00,51.396999999997206,24,19,0,13,69,21,20,23,2,1
2019-06-04 21:00:00,96.50799999998708,24,19,0,13,69,21,21,23,2,1
2019-06-04 23:00:00,46.29800000000978,24,19,0,13,69,21,23,23,2,1
2019-06-05 00:00:00,45.90499999999884,20,19,0,8,90,19,0,23,3,1
2019-06-05 01:00:00,45.79800000000978,20,19,0,8,90,19,1,23,3,1
2019-06-05 02:00:00,44.6869999999908,20,19,0,8,90,19,2,23,3,1
2019-06-05 03:00:00,44.40600000000268,20,19,0,8,90,19,3,23,3,1
2019-06-05 04:00:00,43.796999999991385,20,19,0,8,90,19,4,23,3,1
2019-06-05 05:00:00,65.21100000001024,20,19,0,8,90,19,5,23,3,1
2019-06-05 06:00:00,94.19599999999626,23,20,0,6,79,21,6,23,3,1
2019-06-05 07:00:00,121.5,23,20,0,6,79,21,7,23,3,1
2019-06-05 08:00:00,161.80400000000373,23,20,0,6,79,21,8,23,3,1
2019-06-05 09:00:00,156.1009999999951,23,20,0,6,79,21,9,23,3,1
2019-06-05 10:00:00,141.8990000000049,23,20,0,6,79,21,10,23,3,1
2019-06-05 11:00:00,144.9930000000022,23,20,0,6,79,21,11,23,3,1
2019-06-05 12:00:00,152.70900000000256,25,23,0,7,72,24,12,23,3,1
2019-06-05 13:00:00,137.10199999999895,25,23,0,7,72,24,13,23,3,1
2019-06-05 14:00:00,127.89199999999252,25,23,0,7,72,24,14,23,3,1
2019-06-05 15:00:00,110.0,25,23,0,7,72,24,15,23,3,1
2019-06-05 16:00:00,72.20200000000477,25,23,0,7,72,24,16,23,3,1
2019-06-05 17:00:00,56.687999999994645,25,23,0,7,72,24,17,23,3,1
2019-06-05 18:00:00,52.0,24,21,0,5,84,22,18,23,3,1
2019-06-05 19:00:00,49.3130000000092,24,21,0,5,84,22,19,23,3,1
2019-06-05 20:00:00,48.59299999999348,24,21,0,5,84,22,20,23,3,1
2019-06-05 21:00:00,47.60899999999674,24,21,0,5,84,22,21,23,3,1
2019-06-05 22:00:00,46.5,24,21,0,5,84,22,22,23,3,1
2019-06-05 23:00:00,46.796999999991385,24,21,0,5,84,22,23,23,3,1
2019-06-06 00:00:00,46.594000000011874,22,21,0,4,94,21,0,23,4,1
2019-06-06 01:00:00,44.90600000000268,22,21,0,4,94,21,1,23,4,1
2019-06-06 02:00:00,43.99999999998545,22,21,0,4,94,21,2,23,4,1
2019-06-06 03:00:00,43.095000000001164,22,21,0,4,94,21,3,23,4,1
2019-06-06 04:00:00,43.40500000001339,22,21,0,4,94,21,4,23,4,1
2019-06-06 05:00:00,70.30400000000373,22,21,0,4,94,21,5,23,4,1
2019-06-06 06:00:00,89.29799999999523,22,21,0,8,91,21,6,23,4,1
2019-06-06 07:00:00,103.0,22,21,0,8,91,21,7,23,4,1
2019-06-06 08:00:00,148.89800000000105,22,21,0,8,91,21,8,23,4,1
2019-06-06 09:00:00,157.99999999998545,22,21,0,8,91,21,9,23,4,1
2019-06-06 10:00:00,142.49400000000605,22,21,0,8,91,21,10,23,4,1
2019-06-06 11:00:00,130.30299999999988,22,21,0,8,91,21,11,23,4,1
2019-06-06 12:00:00,150.90600000000268,23,22,0,8,77,22,12,23,4,1
2019-06-06 13:00:00,163.29699999999139,23,22,0,8,77,22,13,23,4,1
2019-06-06 14:00:00,104.09400000001187,23,22,0,8,77,22,14,23,4,1
2019-06-06 15:00:00,82.60899999999674,23,22,0,8,77,22,15,23,4,1
2019-06-06 16:00:00,70.58699999999953,23,22,0,8,77,22,16,23,4,1
2019-06-06 17:00:00,54.10099999999511,23,22,0,8,77,22,17,23,4,1
2019-06-06 18:00:00,51.00100000000384,23,17,0,5,89,20,18,23,4,1
2019-06-06 19:00:00,50.29600000000209,23,17,0,5,89,20,19,23,4,1
2019-06-06 20:00:00,48.50800000000163,23,17,0,5,89,20,20,23,4,1
2019-06-06 21:00:00,45.593999999997315,23,17,0,5,89,20,21,23,4,1
2019-06-06 22:00:00,44.70200000000477,23,17,0,5,89,20,22,23,4,1
2019-06-06 23:00:00,44.21099999999569,23,17,0,5,89,20,23,23,4,1
2019-06-07 00:00:00,87.00000000000001,19,17,0,6,95,18,0,23,5,1
2019-06-07 02:00:00,43.203000000008615,19,17,0,6,95,18,2,23,5,1
2019-06-07 03:00:00,43.09399999999732,19,17,0,6,95,18,3,23,5,1
2019-06-07 04:00:00,42.00100000000384,19,17,0,6,95,18,4,23,5,1
2019-06-07 05:00:00,42.397999999986496,19,17,0,6,95,18,5,23,5,1
2019-06-07 06:00:00,42.695000000006985,28,19,0,14,68,23,6,23,5,1
2019-06-07 07:00:00,52.40600000000268,28,19,0,14,68,23,7,23,5,1
2019-06-07 08:00:00,56.70299999999406,28,19,0,14,68,23,8,23,5,1
2019-06-07 09:00:00,56.39100000000327,28,19,0,14,68,23,9,23,5,1
2019-06-07 10:00:00,56.405999999988126,28,19,0,14,68,23,10,23,5,1
2019-06-07 11:00:00,56.703000000008615,28,19,0,14,68,23,11,23,5,1
2019-06-07 12:00:00,56.196000000010834,30,28,0,12,53,29,12,23,5,1
2019-06-07 13:00:00,52.788999999989755,30,28,0,12,53,29,13,23,5,1
2019-06-07 14:00:00,45.90600000000268,30,28,0,12,53,29,14,23,5,1
2019-06-07 15:00:00,46.296999999991385,30,28,0,12,53,29,15,23,5,1
2019-06-07 16:00:00,47.41300000001502,30,28,0,12,53,29,16,23,5,1
2019-06-07 17:00:00,47.69599999998172,30,28,0,12,53,29,17,23,5,1
2019-06-07 18:00:00,48.29800000000978,29,22,0,7,72,25,18,23,5,1
2019-06-07 19:00:00,47.88999999999942,29,22,0,7,72,25,19,23,5,1
2019-06-07 20:00:00,47.3119999999908,29,22,0,7,72,25,20,23,5,1
2019-06-07 21:00:00,47.594000000011874,29,22,0,7,72,25,21,23,5,1
2019-06-07 22:00:00,46.00699999999779,29,22,0,7,72,25,22,23,5,1
2019-06-07 23:00:00,45.586999999999534,29,22,0,7,72,25,23,23,5,1
2019-06-08 00:00:00,45.10199999999895,24,21,1,5,78,22,0,23,6,1
2019-06-08 01:00:00,46.0,24,21,1,5,78,22,1,23,6,1
2019-06-08 02:00:00,45.11600000000908,24,21,1,5,78,22,2,23,6,1
2019-06-08 03:00:00,44.296999999991385,24,21,1,5,78,22,3,23,6,1
2019-06-08 04:00:00,44.5,24,21,1,5,78,22,4,23,6,1
2019-06-08 05:00:00,44.49300000000221,24,21,1,5,78,22,5,23,6,1
2019-06-08 06:00:00,44.30399999998918,33,21,1,8,51,27,6,23,6,1
2019-06-08 07:00:00,45.99200000001292,33,21,1,8,51,27,7,23,6,1
2019-06-08 08:00:00,46.312000000005355,33,21,1,8,51,27,8,23,6,1
2019-06-08 09:00:00,46.19599999998172,33,21,1,8,51,27,9,23,6,1
2019-06-08 10:00:00,46.094000000011874,33,21,1,8,51,27,10,23,6,1
2019-06-08 11:00:00,46.905999999988126,33,21,1,8,51,27,11,23,6,1
2019-06-08 12:00:00,47.49200000001292,34,33,1,12,16,33,12,23,6,1
2019-06-08 13:00:00,47.10899999999674,34,33,1,12,16,33,13,23,6,1
2019-06-08 14:00:00,47.99300000000221,34,33,1,12,16,33,14,23,6,1
2019-06-08 15:00:00,48.0,34,33,1,12,16,33,15,23,6,1
2019-06-08 16:00:00,46.905999999988126,34,33,1,12,16,33,16,23,6,1
2019-06-08 17:00:00,46.80400000001828,34,33,1,12,16,33,17,23,6,1
2019-06-08 18:00:00,46.10199999999895,33,25,1,13,43,29,18,23,6,1
2019-06-08 19:00:00,92.78199999999197,33,25,1,13,43,29,19,23,6,1
2019-06-08 21:00:00,46.5,33,25,1,13,43,29,21,23,6,1
2019-06-08 22:00:00,45.21800000000803,33,25,1,13,43,29,22,23,6,1
2019-06-08 23:00:00,44.39099999998871,33,25,1,13,43,29,23,23,6,1
2019-06-09 00:00:00,44.195000000006985,25,18,1,7,70,21,0,23,7,1
2019-06-09 01:00:00,43.61000000000058,25,18,1,7,70,21,1,23,7,1
2019-06-09 02:00:00,42.99199999999837,25,18,1,7,70,21,2,23,7,1
2019-06-09 03:00:00,42.89800000000105,25,18,1,7,70,21,3,23,7,1
2019-06-09 04:00:00,42.89899999999034,25,18,1,7,70,21,4,23,7,1
2019-06-09 05:00:00,43.204000000012456,25,18,1,7,70,21,5,23,7,1
2019-06-09 06:00:00,43.904999999984284,27,22,1,21,42,24,6,23,7,1
2019-06-09 07:00:00,48.5,27,22,1,21,42,24,7,23,7,1
2019-06-09 08:00:00,46.30400000001828,27,22,1,21,42,24,8,23,7,1
2019-06-09 09:00:00,45.79099999998289,27,22,1,21,42,24,9,23,7,1
2019-06-09 10:00:00,46.20900000001711,27,22,1,21,42,24,10,23,7,1
2019-06-09 11:00:00,46.58699999998498,27,22,1,21,42,24,11,23,7,1
2019-06-09 12:00:00,47.40600000000267,29,26,1,18,37,27,12,23,7,1
2019-06-09 13:00:00,46.79800000000978,29,26,1,18,37,27,13,23,7,1
2019-06-09 14:00:00,47.40499999999884,29,26,1,18,37,27,14,23,7,1
2019-06-09 15:00:00,47.09499999998662,29,26,1,18,37,27,15,23,7,1
2019-06-09 16:00:00,46.79600000000209,29,26,1,18,37,27,16,23,7,1
2019-06-09 17:00:00,47.5,29,26,1,18,37,27,17,23,7,1
2019-06-09 18:00:00,47.312000000005355,26,20,1,12,70,23,18,23,7,1
2019-06-09 19:00:00,46.59399999999732,26,20,1,12,70,23,19,23,7,1
2019-06-09 20:00:00,46.595000000001164,26,20,1,12,70,23,20,23,7,1
2019-06-09 21:00:00,45.506999999997795,26,20,1,12,70,23,21,23,7,1
2019-06-09 22:00:00,45.49199999999837,26,20,1,12,70,23,22,23,7,1
2019-06-09 23:00:00,44.60900000001129,26,20,1,12,70,23,23,23,7,1
2019-06-10 00:00:00,44.59499999998661,20,18,0,5,83,19,0,24,1,1
2019-06-10 01:00:00,45.10800000000746,20,18,0,5,83,19,1,24,1,1
2019-06-10 02:00:00,43.0,20,18,0,5,83,19,2,24,1,1
2019-06-10 03:00:00,42.703000000008615,20,18,0,5,83,19,3,24,1,1
2019-06-10 04:00:00,42.187999999994645,20,18,0,5,83,19,4,24,1,1
2019-06-10 05:00:00,49.703999999997905,20,18,0,5,83,19,5,24,1,1
2019-06-10 06:00:00,85.49199999999837,29,20,0,6,50,24,6,24,1,1
2019-06-10 07:00:00,99.2100000000064,29,20,0,6,50,24,7,24,1,1
2019-06-10 08:00:00,152.40600000000268,29,20,0,6,50,24,8,24,1,1
2019-06-10 09:00:00,170.69599999999627,29,20,0,6,50,24,9,24,1,1
2019-06-10 10:00:00,158.0859999999957,29,20,0,6,50,24,10,24,1,1
2019-06-10 11:00:00,159.90699999999197,29,20,0,6,50,24,11,24,1,1
2019-06-10 12:00:00,133.69500000000698,31,27,0,15,42,29,12,24,1,1
2019-06-10 13:00:00,131.0069999999978,31,27,0,15,42,29,13,24,1,1
2019-06-10 14:00:00,134.00700000001234,31,27,0,15,42,29,14,24,1,1
2019-06-10 15:00:00,138.69599999999627,31,27,0,15,42,29,15,24,1,1
2019-06-10 16:00:00,130.8909999999887,31,27,0,15,42,29,16,24,1,1
2019-06-10 17:00:00,81.31200000000536,31,27,0,15,42,29,17,24,1,1
2019-06-10 18:00:00,82.3920000000071,27,21,0,15,62,24,18,24,1,1
2019-06-10 19:00:00,81.20299999999406,27,21,0,15,62,24,19,24,1,1
2019-06-10 20:00:00,80.09299999999348,27,21,0,15,62,24,20,24,1,1
2019-06-10 21:00:00,78.10900000001129,27,21,0,15,62,24,21,24,1,1
2019-06-10 22:00:00,77.40600000000268,27,21,0,15,62,24,22,24,1,1
2019-06-10 23:00:00,76.09399999998277,27,21,0,15,62,24,23,24,1,1
2019-06-11 00:00:00,76.20300000000861,21,19,0,8,78,20,0,24,2,1
2019-06-11 01:00:00,74.68799999999464,21,19,0,8,78,20,1,24,2,1
2019-06-11 02:00:00,78.20400000001246,21,19,0,8,78,20,2,24,2,1
2019-06-11 03:00:00,74.40499999999884,21,19,0,8,78,20,3,24,2,1
2019-06-11 04:00:00,74.60099999999512,21,19,0,8,78,20,4,24,2,1
2019-06-11 05:00:00,101.60199999999895,21,19,0,8,78,20,5,24,2,1
2019-06-11 06:00:00,99.29800000000978,28,21,0,11,65,24,6,24,2,1
2019-06-11 07:00:00,124.4989999999816,28,21,0,11,65,24,7,24,2,1
2019-06-11 08:00:00,202.40600000001723,28,21,0,11,65,24,8,24,2,1
2019-06-11 09:00:00,241.59399999998277,28,21,0,11,65,24,9,24,2,1
2019-06-11 10:00:00,268.79700000000594,28,21,0,11,65,24,10,24,2,1
2019-06-11 11:00:00,205.70300000000861,28,21,0,11,65,24,11,24,2,1
2019-06-11 12:00:00,165.20299999999406,30,27,0,18,43,28,12,24,2,1
2019-06-11 13:00:00,151.3990000000049,30,27,0,18,43,28,13,24,2,1
2019-06-11 14:00:00,162.20200000000477,30,27,0,18,43,28,14,24,2,1
2019-06-11 15:00:00,154.7899999999936,30,27,0,18,43,28,15,24,2,1
2019-06-11 16:00:00,139.60899999999674,30,27,0,18,43,28,16,24,2,1
2019-06-11 17:00:00,124.09500000000115,30,27,0,18,43,28,17,24,2,1
2019-06-11 18:00:00,104.10800000000745,27,23,0,15,61,25,18,24,2,1
2019-06-11 19:00:00,98.59399999998276,27,23,0,15,61,25,19,24,2,1
2019-06-11 20:00:00,97.09500000000116,27,23,0,15,61,25,20,24,2,1
2019-06-11 21:00:00,94.70200000000479,27,23,0,15,61,25,21,24,2,1
2019-06-11 22:00:00,91.09500000000116,27,23,0,15,61,25,22,24,2,1
2019-06-11 23:00:00,90.10800000000745,27,23,0,15,61,25,23,24,2,1
2019-06-12 00:00:00,89.70299999999406,23,20,0,9,78,21,0,24,3,1
2019-06-12 01:00:00,90.39800000000105,23,20,0,9,78,21,1,24,3,1
2019-06-12 02:00:00,90.10199999999895,23,20,0,9,78,21,2,24,3,1
2019-06-12 03:00:00,89.5,23,20,0,9,78,21,3,24,3,1
2019-06-12 04:00:00,89.60100000000966,23,20,0,9,78,21,4,24,3,1
2019-06-12 05:00:00,111.68799999999464,23,20,0,9,78,21,5,24,3,1
2019-06-12 06:00:00,136.60899999999674,34,22,0,4,64,28,6,24,3,1
2019-06-12 07:00:00,151.8990000000049,34,22,0,4,64,28,7,24,3,1
2019-06-12 08:00:00,195.8990000000049,34,22,0,4,64,28,8,24,3,1
2019-06-12 09:00:00,284.1009999999951,34,22,0,4,64,28,9,24,3,1
2019-06-12 10:00:00,264.39199999999255,34,22,0,4,64,28,10,24,3,1
2019-06-12 11:00:00,267.4120000000112,34,22,0,4,64,28,11,24,3,1
2019-06-12 12:00:00,547.1959999999963,37,32,0,13,35,34,12,24,3,1
2019-06-12 14:00:00,264.0,37,32,0,13,35,34,14,24,3,1
2019-06-12 15:00:00,257.8909999999887,37,32,0,13,35,34,15,24,3,1
2019-06-12 16:00:00,150.40700000000652,37,32,0,13,35,34,16,24,3,1
2019-06-12 17:00:00,109.20300000000861,37,32,0,13,35,34,17,24,3,1
2019-06-12 18:00:00,87.19499999999243,32,24,0,7,64,28,18,24,3,1
2019-06-12 19:00:00,74.30500000000757,32,24,0,7,64,28,19,24,3,1
2019-06-12 20:00:00,78.70199999999022,32,24,0,7,64,28,20,24,3,1
2019-06-12 21:00:00,76.00000000000001,32,24,0,7,64,28,21,24,3,1
2019-06-12 22:00:00,72.18799999999464,32,24,0,7,64,28,22,24,3,1
2019-06-12 23:00:00,71.31200000000536,32,24,0,7,64,28,23,24,3,1
2019-06-13 00:00:00,141.48500000000058,25,21,0,4,79,23,0,24,4,1
2019-06-13 02:00:00,70.81200000000536,25,21,0,4,79,23,2,24,4,1
2019-06-13 03:00:00,70.90600000000268,25,21,0,4,79,23,3,24,4,1
2019-06-13 04:00:00,70.79699999999139,25,21,0,4,79,23,4,24,4,1
2019-06-13 05:00:00,89.49400000000607,25,21,0,4,79,23,5,24,4,1
2019-06-13 06:00:00,107.19499999999243,29,24,0,12,57,26,6,24,4,1
2019-06-13 07:00:00,135.6090000000113,29,24,0,12,57,26,7,24,4,1
2019-06-13 08:00:00,191.1009999999951,29,24,0,12,57,26,8,24,4,1
2019-06-13 09:00:00,222.69599999999627,29,24,0,12,57,26,9,24,4,1
2019-06-13 10:00:00,193.38999999999942,29,24,0,12,57,26,10,24,4,1
2019-06-13 11:00:00,241.21100000001024,29,24,0,12,57,26,11,24,4,1
2019-06-13 12:00:00,192.39899999999034,32,27,0,5,45,29,12,24,4,1
2019-06-13 13:00:00,248.38999999999942,32,27,0,5,45,29,13,24,4,1
2019-06-13 14:00:00,312.6100000000006,32,27,0,5,45,29,14,24,4,1
2019-06-13 15:00:00,268.2019999999902,32,27,0,5,45,29,15,24,4,1
2019-06-13 16:00:00,123.29700000000594,32,27,0,5,45,29,16,24,4,1
2019-06-13 17:00:00,145.59500000000116,32,27,0,5,45,29,17,24,4,1
2019-06-13 18:00:00,151.2960000000021,29,22,0,7,71,25,18,24,4,1
2019-06-13 19:00:00,150.51499999999942,29,22,0,7,71,25,19,24,4,1
2019-06-13 20:00:00,147.89100000000326,29,22,0,7,71,25,20,24,4,1
2019-06-13 21:00:00,287.5069999999978,29,22,0,7,71,25,21,24,4,1
2019-06-13 23:00:00,143.89100000000326,29,22,0,7,71,25,23,24,4,1
2019-06-14 00:00:00,140.71099999999572,23,20,0,1,93,21,0,24,5,1
2019-06-14 01:00:00,135.39199999999255,23,20,0,1,93,21,1,24,5,1
2019-06-14 02:00:00,134.29700000000594,23,20,0,1,93,21,2,24,5,1
2019-06-14 03:00:00,133.1079999999929,23,20,0,1,93,21,3,24,5,1
2019-06-14 04:00:00,133.5,23,20,0,1,93,21,4,24,5,1
2019-06-14 05:00:00,143.29700000000594,23,20,0,1,93,21,5,24,5,1
2019-06-14 06:00:00,159.89100000000326,31,22,0,8,63,26,6,24,5,1
2019-06-14 07:00:00,186.10899999999674,31,22,0,8,63,26,7,24,5,1
2019-06-14 08:00:00,191.89100000000326,31,22,0,8,63,26,8,24,5,1
2019-06-14 09:00:00,180.01499999999942,31,22,0,8,63,26,9,24,5,1
2019-06-14 10:00:00,210.09399999999732,31,22,0,8,63,26,10,24,5,1
2019-06-14 11:00:00,215.90600000000268,31,22,0,8,63,26,11,24,5,1
2019-06-14 12:00:00,222.29800000000978,33,29,0,12,43,31,12,24,5,1
2019-06-14 13:00:00,228.09999999999127,33,29,0,12,43,31,13,24,5,1
2019-06-14 14:00:00,557.8910000000033,33,29,0,12,43,31,14,24,5,1
2019-06-14 17:00:00,87.5,33,29,0,12,43,31,17,24,5,1
2019-06-14 18:00:00,60.00900000000548,29,23,0,16,59,26,18,24,5,1
2019-06-14 19:00:00,57.09399999999732,29,23,0,16,59,26,19,24,5,1
2019-06-14 20:00:00,57.20199999999022,29,23,0,16,59,26,20,24,5,1
2019-06-14 21:00:00,55.99300000000221,29,23,0,16,59,26,21,24,5,1
2019-06-14 22:00:00,51.305000000007574,29,23,0,16,59,26,22,24,5,1
2019-06-14 23:00:00,50.49999999998545,29,23,0,16,59,26,23,24,5,1
2019-06-15 00:00:00,50.40500000001339,23,20,1,8,78,21,0,24,6,2
2019-06-15 01:00:00,50.70299999999406,23,20,1,8,78,21,1,24,6,2
2019-06-15 02:00:00,50.0,23,20,1,8,78,21,2,24,6,2
2019-06-15 03:00:00,50.203000000008615,23,20,1,8,78,21,3,24,6,2
2019-06-15 04:00:00,48.796999999991385,23,20,1,8,78,21,4,24,6,2
2019-06-15 05:00:00,49.28900000000431,23,20,1,8,78,21,5,24,6,2
2019-06-15 06:00:00,50.6030000000028,30,20,1,8,58,25,6,24,6,2
2019-06-15 07:00:00,52.79599999998754,30,20,1,8,58,25,7,24,6,2
2019-06-15 08:00:00,52.51500000001398,30,20,1,8,58,25,8,24,6,2
2019-06-15 09:00:00,53.18799999999465,30,20,1,8,58,25,9,24,6,2
2019-06-15 10:00:00,53.10899999999675,30,20,1,8,58,25,10,24,6,2
2019-06-15 11:00:00,51.89199999999255,30,20,1,8,58,25,11,24,6,2
2019-06-15 12:00:00,51.703000000008615,30,25,1,21,38,27,12,24,6,2
2019-06-15 13:00:00,54.09399999999732,30,25,1,21,38,27,13,24,6,2
2019-06-15 14:00:00,51.40499999999884,30,25,1,21,38,27,14,24,6,2
2019-06-15 15:00:00,53.00100000000385,30,25,1,21,38,27,15,24,6,2
2019-06-15 16:00:00,52.0,30,25,1,21,38,27,16,24,6,2
2019-06-15 17:00:00,52.0,30,25,1,21,38,27,17,24,6,2
